0.1685    15.4790    9.7140    2.9170    2.5445    12.6712    11.3383    0.7833    0.7953    10.8751    12.3082    1.8266    -0.9507    0.1116    -0.0220
0.1777    15.6040    9.8530    2.8561    2.5223    11.8792    10.7383    0.7734    0.7879    10.2917    11.6408    1.6714    -0.8874    0.1057    -0.0183
0.1872    15.7270    9.9891    2.7974    2.4991    11.1556    10.1768    0.7636    0.7801    9.7573    11.0178    1.4905    -0.8285    0.1070    -0.0152
0.1968    15.8480    10.1222    2.7412    2.4747    10.4900    9.6507    0.7542    0.7719    9.2576    10.4341    1.3597    -0.7737    0.0921    -0.0127
0.2067    15.9660    10.2526    2.6873    2.4492    9.8722    9.1566    0.7449    0.7635    8.7651    9.8873    1.2350    -0.7226    0.0725    -0.0105
0.2167    16.0820    10.3802    2.6350    2.4229    9.3007    8.6931    0.7356    0.7548    8.2855    9.3731    1.1462    -0.6745    0.0554    -0.0087
0.2270    16.1950    10.5052    2.5840    2.3956    8.7899    8.2564    0.7261    0.7458    7.8455    8.8901    1.1327    -0.6291    0.0527    -0.0072
0.2375    16.3060    10.6276    2.5343    2.3675    8.3171    7.8454    0.7167    0.7364    7.4596    8.4342    1.0460    -0.5861    0.0739    -0.0058
0.2482    16.4160    10.7477    2.4869    2.3385    7.8787    7.4573    0.7072    0.7268    7.1361    8.0045    0.9410    -0.5452    0.0600    -0.0047
0.2591    16.5240    10.8653    2.4412    2.3088    7.4758    7.0910    0.6975    0.7170    6.8639    7.5977    0.7062    -0.5061    0.0421    -0.0037
0.2701    16.6320    10.9806    2.3970    2.2784    7.1037    6.7444    0.6880    0.7069    6.6012    7.2132    0.4063    -0.4688    0.0470    -0.0029
0.2814    16.7390    11.0936    2.3543    2.2473    6.7573    6.4166    0.6790    0.6965    6.3504    6.8484    0.1535    -0.4328    0.0617    -0.0021
0.2929    16.8440    11.2043    2.3139    2.2156    6.4184    6.1059    0.6703    0.6859    6.0696    6.5024    0.0574    -0.3981    0.0434    -0.0014
0.3046    16.9480    11.3129    2.2750    2.1832    6.0913    5.8111    0.6618    0.6751    5.7690    6.1734    0.1462    -0.3645    0.0153    -0.0008
0.3164    17.0490    11.4194    2.2365    2.1503    5.7852    5.5312    0.6529    0.6640    5.4743    5.8604    0.3299    -0.3320    0.0012    -0.0003
0.3284    17.1480    11.5237    2.1976    2.1169    5.4992    5.2653    0.6429    0.6527    5.2073    5.5622    0.5227    -0.3003    -0.0067    0.0002
0.3407    17.2450    11.6259    2.1575    2.0830    5.2294    5.0123    0.6317    0.6413    4.9758    5.2779    0.6467    -0.2693    -0.0092    0.0006
0.3530    17.3420    11.7262    2.1166    2.0487    4.9837    4.7714    0.6196    0.6295    4.7680    5.0062    0.6320    -0.2391    0.0143    0.0011
0.3656    17.4370    11.8244    2.0760    2.0139    4.7420    4.5417    0.6069    0.6176    4.5389    4.7467    0.5366    -0.2094    0.0444    0.0015
0.3783    17.5310    11.9206    2.0374    1.9787    4.5030    4.3230    0.5945    0.6055    4.2830    4.4982    0.4416    -0.1803    0.0293    0.0019
0.3912    17.6220    12.0148    2.0001    1.9432    4.2798    4.1142    0.5823    0.5932    4.0412    4.2604    0.4326    -0.1515    0.0022    0.0023
0.4043    17.7110    12.1070    1.9627    1.9075    4.0693    3.9150    0.5701    0.5808    3.8394    4.0324    0.4339    -0.1231    -0.0032    0.0026
0.4175    17.7990    12.1973    1.9246    1.8714    3.8658    3.7247    0.5575    0.5681    3.6485    3.8137    0.4362    -0.0950    -0.0105    0.0030
0.4309    17.8850    12.2856    1.8853    1.8351    3.6884    3.5428    0.5444    0.5553    3.4636    3.6036    0.4183    -0.0672    -0.0020    0.0034
0.4444    17.9710    12.3719    1.8455    1.7987    3.5332    3.3690    0.5311    0.5422    3.3112    3.4019    0.3854    -0.0395    0.0068    0.0038
0.4581    18.0560    12.4563    1.8058    1.7622    3.3884    3.2028    0.5178    0.5291    3.1969    3.2078    0.3275    -0.0120    0.0072    0.0042
0.4719    18.1410    12.5387    1.7661    1.7255    3.2479    3.0439    0.5044    0.5157    3.0945    3.0212    0.2570    0.0154    0.0092    0.0046
0.4859    18.2260    12.6191    1.7266    1.6889    3.1021    2.8918    0.4909    0.5022    2.9815    2.8415    0.1874    0.0428    0.0003    0.0050
